UserID,Region,age,age_groups,email_flag,sm_flag,Race,Gender
789254,Mpumalanga,24,Youth,1,1,black,male
789256,Mpumalanga,27,Youth,1,1,black,male
789261,Gauteng,34,Youth,1,1,black,male
789263,Gauteng,24,Youth,1,1,white,male
789265,North West,32,Youth,1,1,white,male
789269,Kwazulu Natal,32,Youth,1,1,black,male
789278,Northern Cape,39,Adult,1,1,coloured,male
789280,Gauteng,42,Adult,1,1,black,male
789288,Limpopo,25,Youth,1,1,indian_asian,male
789295,Western Cape,35,Youth,1,1,white,female
789297,Mpumalanga,33,Youth,1,1,black,male
789306,Western Cape,28,Youth,1,1,coloured,male
789309,Western Cape,48,Adult,1,1,coloured,male
789311,Eastern Cape,34,Youth,1,1,black,male
789318,Western Cape,35,Youth,1,1,coloured,male
789319,Western Cape,44,Adult,1,1,black,male
789321,Mpumalanga,23,Youth,1,1,black,male
789358,Kwazulu Natal,30,Youth,1,1,indian_asian,male
789360,Mpumalanga,24,Youth,1,1,black,male
789365,Gauteng,40,Adult,1,1,,male
789368,Gauteng,22,Youth,1,1,black,male
789376,Gauteng,49,Adult,1,1,black,male
789429,Western Cape,35,Youth,1,1,black,male
789431,Mpumalanga,49,Adult,1,1,black,male
789474,Eastern Cape,48,Adult,1,1,,male
789476,Limpopo,40,Adult,1,1,white,male
789477,Kwazulu Natal,40,Adult,1,1,black,male
789766,Free State,18,Teenager,1,1,black,male
789773,Gauteng,32,Youth,1,1,black,male
790069,Kwazulu Natal,37,Adult,1,1,white,male
790102,Limpopo,32,Youth,1,1,indian_asian,male
790113,Western Cape,51,Elder,1,1,,male
790114,Gauteng,18,Teenager,1,1,white,male
790129,Western Cape,30,Youth,1,1,white,male
790134,North West,36,Adult,1,1,,female
790325,Kwazulu Natal,32,Youth,1,1,black,male
790327,Gauteng,37,Adult,1,1,black,male
790366,Gauteng,54,Elder,1,1,white,male
790373,Western Cape,26,Youth,1,1,coloured,male
790378,Kwazulu Natal,30,Youth,1,1,black,male
790440,Gauteng,16,Teenager,1,1,black,male
790459,Gauteng,41,Adult,1,1,white,male
790520,Gauteng,28,Youth,1,1,indian_asian,female
790685,Kwazulu Natal,29,Youth,1,1,black,male
791275,Gauteng,39,Adult,1,1,black,female
791320,Kwazulu Natal,37,Adult,1,1,indian_asian,female
791444,Gauteng,18,Teenager,1,1,black,male
791470,Gauteng,24,Youth,1,1,coloured,female
791480,Kwazulu Natal,18,Teenager,1,1,white,male
791497,Mpumalanga,34,Youth,1,1,black,male
791575,Gauteng,29,Youth,1,1,black,male
791644,Kwazulu Natal,40,Adult,1,1,white,male
791773,Kwazulu Natal,30,Youth,1,1,,male
791981,Gauteng,32,Youth,1,1,black,female
792086,Uncategorized,0,Infants,1,1,,
792114,Free State,21,Youth,1,1,black,male
792398,Northern Cape,37,Adult,1,1,black,male
792539,Free State,31,Youth,1,1,white,male
792729,Uncategorized,0,Infants,1,1,,
792875,Kwazulu Natal,24,Youth,1,1,indian_asian,male
792937,Gauteng,32,Youth,1,1,black,male
793041,North West,40,Adult,1,1,black,male
793124,Gauteng,30,Youth,1,1,indian_asian,male
793133,Western Cape,34,Youth,1,1,black,male
793232,North West,27,Youth,1,1,black,male
793259,Gauteng,30,Youth,1,1,black,male
793366,Kwazulu Natal,35,Youth,1,1,white,male
793382,Uncategorized,0,Infants,1,1,,
793446,Gauteng,48,Adult,1,1,,male
793571,Eastern Cape,9,Kids,1,1,white,female
793592,Uncategorized,0,Infants,1,1,,
793616,Gauteng,29,Youth,1,1,white,male
793649,Limpopo,21,Youth,1,1,,female
793652,Eastern Cape,32,Youth,1,1,black,male
793662,Western Cape,26,Youth,1,1,coloured,male
793670,Western Cape,44,Adult,1,1,coloured,male
793672,Kwazulu Natal,31,Youth,1,1,black,female
793693,Gauteng,25,Youth,1,1,black,male
793697,Kwazulu Natal,55,Elder,1,1,,male
793729,Western Cape,36,Adult,1,1,coloured,male
793752,Western Cape,28,Youth,1,1,white,male
793835,Free State,30,Youth,1,1,white,male
793883,Northern Cape,32,Youth,1,1,coloured,male
793905,Limpopo,41,Adult,1,1,black,female
793912,Gauteng,25,Youth,1,1,black,male
793938,Kwazulu Natal,48,Adult,1,1,indian_asian,male
793947,Gauteng,42,Adult,1,1,black,male
793961,Free State,28,Youth,1,1,black,female
794020,Western Cape,50,Adult,1,1,black,male
794025,Free State,35,Youth,1,1,black,male
794031,Mpumalanga,23,Youth,1,1,black,male
794044,Kwazulu Natal,31,Youth,1,1,indian_asian,male
794133,Western Cape,28,Youth,1,1,white,female
794141,Kwazulu Natal,28,Youth,1,1,coloured,male
794178,Northern Cape,36,Adult,1,1,black,male
794179,Eastern Cape,23,Youth,1,1,black,male
794190,Mpumalanga,29,Youth,1,1,white,male
794226,Western Cape,28,Youth,1,1,coloured,male
794238,Mpumalanga,24,Youth,1,1,white,male
794277,Gauteng,33,Youth,1,1,black,male
794287,Limpopo,27,Youth,1,1,black,male
794292,Free State,32,Youth,1,1,black,male
794315,Uncategorized,0,Infants,1,1,,
794328,Western Cape,24,Youth,1,1,coloured,male
794348,Gauteng,32,Youth,1,1,black,male
794354,Gauteng,47,Adult,1,1,indian_asian,male
794358,Western Cape,27,Youth,1,1,white,female
794368,Gauteng,34,Youth,1,1,white,male
794389,Gauteng,23,Youth,1,1,indian_asian,male
794394,North West,42,Adult,1,1,black,male
794421,Gauteng,35,Youth,1,1,white,female
794467,Limpopo,26,Youth,1,1,black,male
794489,Gauteng,34,Youth,1,1,black,male
794494,Limpopo,27,Youth,1,1,black,male
794511,Western Cape,34,Youth,1,1,indian_asian,male
794528,Kwazulu Natal,30,Youth,1,1,coloured,male
794549,Gauteng,20,Youth,1,1,black,male
794634,Mpumalanga,26,Youth,1,1,black,male
794647,Gauteng,40,Adult,1,1,white,male
794674,Western Cape,28,Youth,1,1,black,male
794762,Gauteng,42,Adult,1,1,,male
794763,Gauteng,23,Youth,1,1,black,male
794812,Eastern Cape,19,Teenager,1,1,white,male
794813,Western Cape,29,Youth,1,1,coloured,male
794852,Limpopo,35,Youth,1,1,,female
794880,Uncategorized,0,Infants,1,1,,
794892,Gauteng,40,Adult,1,1,black,male
794902,North West,43,Adult,1,1,coloured,male
794930,Gauteng,42,Adult,1,1,white,male
794932,Gauteng,33,Youth,1,1,black,female
794933,Kwazulu Natal,38,Adult,1,1,white,male
794939,Gauteng,26,Youth,1,1,,female
794966,Mpumalanga,15,Teenager,1,1,black,male
795012,Mpumalanga,27,Youth,1,1,black,male
795809,Gauteng,36,Adult,1,1,indian_asian,male
796562,Western Cape,23,Youth,1,1,coloured,male
796812,Western Cape,42,Adult,1,1,coloured,male
797116,Gauteng,32,Youth,1,1,white,male
797303,Gauteng,41,Adult,1,1,black,male
797351,Western Cape,39,Adult,1,1,coloured,male
797639,Kwazulu Natal,22,Youth,1,1,white,male
797667,North West,29,Youth,1,1,white,male
797707,North West,41,Adult,1,1,white,male
797994,Gauteng,22,Youth,1,1,black,male
798241,Mpumalanga,44,Adult,1,1,black,male
802352,Uncategorized,0,Infants,1,1,,
802455,Gauteng,28,Youth,1,1,white,male
802478,Western Cape,24,Youth,1,1,white,male
802485,Gauteng,34,Youth,1,1,white,male
802532,Uncategorized,0,Infants,1,1,,
802628,Uncategorized,0,Infants,1,1,,
802693,Western Cape,41,Adult,1,1,,male
802776,Free State,26,Youth,1,1,black,male
802821,Western Cape,26,Youth,1,1,coloured,male
803004,Uncategorized,0,Infants,1,1,,
803034,Uncategorized,0,Infants,1,1,,
803047,Uncategorized,0,Infants,1,1,,
803152,Eastern Cape,47,Adult,1,1,,male
803159,Gauteng,30,Youth,1,1,black,male
803160,Gauteng,50,Adult,1,1,indian_asian,female
803183,Gauteng,22,Youth,1,1,black,male
803185,Western Cape,37,Adult,1,1,,female
803190,Gauteng,39,Adult,1,1,,male
803296,Uncategorized,0,Infants,1,1,,
803373,Gauteng,29,Youth,1,1,indian_asian,male
803398,Northern Cape,65,Elder,1,1,white,female
803542,Kwazulu Natal,36,Adult,1,1,indian_asian,male
803575,Eastern Cape,27,Youth,1,1,indian_asian,male
803663,Gauteng,24,Youth,1,1,black,female
803703,Western Cape,33,Youth,1,1,coloured,male
803732,Kwazulu Natal,43,Adult,1,1,indian_asian,male
803748,Eastern Cape,35,Youth,1,1,indian_asian,male
803754,North West,26,Youth,1,1,black,female
803807,Gauteng,29,Youth,1,1,white,male
803815,Gauteng,32,Youth,1,1,white,male
803827,Limpopo,41,Adult,1,1,indian_asian,male
803847,Mpumalanga,28,Youth,1,1,black,male
803869,Mpumalanga,43,Adult,1,1,,male
803878,Mpumalanga,18,Teenager,1,1,black,female
803882,Gauteng,44,Adult,1,1,black,male
803897,Western Cape,25,Youth,1,1,white,male
803921,Uncategorized,0,Infants,1,1,,
803936,Gauteng,35,Youth,1,1,coloured,male
803958,Gauteng,21,Youth,1,1,white,male
803967,Kwazulu Natal,43,Adult,1,1,black,male
803990,Free State,27,Youth,1,1,black,female
803994,Gauteng,24,Youth,1,1,white,male
804168,Gauteng,42,Adult,1,1,coloured,male
804189,North West,39,Adult,1,1,black,male
804262,Kwazulu Natal,22,Youth,1,1,indian_asian,male
804277,Gauteng,27,Youth,1,1,black,male
804289,Mpumalanga,31,Youth,1,1,black,male
804327,Limpopo,43,Adult,1,1,indian_asian,male
804347,Gauteng,37,Adult,1,1,white,male
804350,Western Cape,28,Youth,1,1,coloured,female
804360,Limpopo,20,Youth,1,1,black,male
804403,Gauteng,28,Youth,1,1,black,male
804404,Mpumalanga,33,Youth,1,1,black,male
804413,Limpopo,14,Teenager,1,1,black,male
804456,Gauteng,26,Youth,1,1,black,male
804459,Gauteng,30,Youth,1,1,black,female
804464,Limpopo,29,Youth,1,1,black,female
804480,Western Cape,50,Adult,1,1,coloured,male
804535,Northern Cape,20,Youth,1,1,white,male
804539,Gauteng,50,Adult,1,1,,male
804554,Mpumalanga,38,Adult,1,1,black,male
804560,Western Cape,25,Youth,1,1,coloured,male
804601,Gauteng,25,Youth,1,1,white,female
804626,Gauteng,24,Youth,1,1,black,female
804676,Western Cape,40,Adult,1,1,coloured,male
804700,Kwazulu Natal,38,Adult,1,1,black,male
804761,Eastern Cape,20,Youth,1,1,white,male
804771,Gauteng,35,Youth,1,1,white,male
804782,Kwazulu Natal,32,Youth,1,1,indian_asian,male
804797,Kwazulu Natal,26,Youth,1,1,black,male
804854,Kwazulu Natal,35,Youth,1,1,black,male
804884,Eastern Cape,18,Teenager,1,1,white,male
804888,North West,29,Youth,1,1,black,male
804936,Gauteng,38,Adult,1,1,black,male
804973,Western Cape,44,Adult,1,1,white,male
804996,Kwazulu Natal,33,Youth,1,1,coloured,male
805006,Free State,29,Youth,1,1,white,male
805025,Mpumalanga,44,Adult,1,1,black,male
805054,Western Cape,30,Youth,1,1,,male
805082,Gauteng,33,Youth,1,1,white,male
805095,Western Cape,40,Adult,1,1,coloured,male
805113,Gauteng,39,Adult,1,1,white,male
805172,Gauteng,33,Youth,1,1,black,male
805182,Western Cape,28,Youth,1,1,coloured,male
805186,Western Cape,23,Youth,1,1,coloured,male
805196,Western Cape,39,Adult,1,1,white,male
805208,Western Cape,23,Youth,1,1,coloured,male
805211,Western Cape,37,Adult,1,1,,male
805244,Gauteng,32,Youth,1,1,white,male
805266,Western Cape,66,Pensioner,1,1,,male
805279,Gauteng,38,Adult,1,1,coloured,male
805296,Gauteng,67,Pensioner,1,1,,male
805299,Gauteng,34,Youth,1,1,white,male
805308,Northern Cape,48,Adult,1,1,,male
805310,Gauteng,39,Adult,1,1,black,male
805336,Mpumalanga,47,Adult,1,1,white,male
805337,Gauteng,37,Adult,1,1,black,male
805349,Kwazulu Natal,56,Elder,1,1,white,male
805381,Western Cape,29,Youth,1,1,,male
805735,Mpumalanga,26,Youth,1,1,black,female
805818,Uncategorized,0,Infants,1,1,,
805998,Gauteng,46,Adult,1,1,white,male
806431,Eastern Cape,41,Adult,1,1,black,male
806601,Kwazulu Natal,48,Adult,1,1,white,male
806707,Western Cape,34,Youth,1,1,coloured,male
806823,Gauteng,37,Adult,1,1,black,male
806986,Limpopo,34,Youth,1,1,black,male
807366,Eastern Cape,43,Adult,1,1,white,male
807432,Gauteng,28,Youth,1,1,black,male
807597,Kwazulu Natal,25,Youth,1,1,white,male
807861,Gauteng,34,Youth,1,1,black,male
807935,Uncategorized,0,Infants,1,1,,
807936,Uncategorized,0,Infants,1,1,,
807937,Uncategorized,0,Infants,1,1,,
807938,Uncategorized,0,Infants,1,1,,
807939,Uncategorized,0,Infants,1,1,,
807940,Gauteng,30,Youth,1,1,black,male
807941,Mpumalanga,26,Youth,1,1,black,male
807942,Uncategorized,0,Infants,1,1,,
807943,Uncategorized,0,Infants,1,1,,
807944,Uncategorized,0,Infants,1,1,,
807945,Gauteng,26,Youth,1,1,black,male
807946,Kwazulu Natal,19,Teenager,1,1,white,male
807947,Gauteng,22,Youth,1,1,black,male
807948,Kwazulu Natal,36,Adult,1,1,black,male
807949,Gauteng,16,Teenager,1,1,indian_asian,male
807950,Uncategorized,0,Infants,1,1,,
807951,Uncategorized,0,Infants,1,1,,
807952,Limpopo,29,Youth,1,1,black,male
807953,Gauteng,17,Teenager,1,1,coloured,female
807954,Uncategorized,0,Infants,1,1,,
807955,Uncategorized,0,Infants,1,1,,
807956,Uncategorized,0,Infants,1,1,,
807957,Uncategorized,15,Teenager,1,1,,
807958,Uncategorized,0,Infants,1,1,,
807959,Kwazulu Natal,30,Youth,1,1,black,male
807960,Free State,47,Adult,1,1,white,male
807961,Uncategorized,0,Infants,1,1,,
807962,Uncategorized,0,Infants,1,1,,
807963,Uncategorized,0,Infants,1,1,indian_asian,
807964,Uncategorized,0,Infants,1,1,,
807965,Uncategorized,0,Infants,1,1,,
807966,Uncategorized,0,Infants,1,1,,
807967,Uncategorized,0,Infants,1,1,,
807968,Uncategorized,0,Infants,1,1,,
807969,Uncategorized,0,Infants,1,1,,
807970,Gauteng,27,Youth,1,1,black,male
807971,Uncategorized,0,Infants,1,1,,
807972,Eastern Cape,27,Youth,1,1,coloured,male
807973,Mpumalanga,22,Youth,1,1,white,male
807974,Uncategorized,0,Infants,1,1,,
807975,Uncategorized,0,Infants,1,1,,
807976,Uncategorized,0,Infants,1,1,,
807977,Kwazulu Natal,42,Adult,1,1,,male
807978,Gauteng,34,Youth,1,1,black,male
807979,Gauteng,31,Youth,1,1,black,male
807980,Uncategorized,0,Infants,1,1,,
807981,Gauteng,32,Youth,1,1,black,male
807982,Uncategorized,0,Infants,1,1,,
807983,Western Cape,18,Teenager,1,1,coloured,male
807984,Gauteng,26,Youth,1,1,black,male
807985,Kwazulu Natal,22,Youth,1,1,black,female
807986,Uncategorized,0,Infants,1,1,,
807987,Northern Cape,22,Youth,1,1,black,male
807988,Uncategorized,0,Infants,1,1,,
807989,Uncategorized,0,Infants,1,1,,
807990,Uncategorized,0,Infants,1,1,,
807991,Uncategorized,0,Infants,1,1,,
807992,Western Cape,35,Youth,1,1,black,male
807993,Uncategorized,0,Infants,1,1,,
807994,Mpumalanga,27,Youth,1,1,black,male
807995,Uncategorized,0,Infants,1,1,,
807996,Uncategorized,0,Infants,1,1,,
807997,Free State,25,Youth,1,1,,male
807998,Gauteng,25,Youth,1,1,white,female
807999,Uncategorized,0,Infants,1,1,,
808000,Uncategorized,0,Infants,1,1,,
808001,Kwazulu Natal,25,Youth,1,1,black,male
808002,Uncategorized,0,Infants,1,1,,
808003,Gauteng,17,Teenager,1,1,white,male
808004,Uncategorized,0,Infants,1,1,,
808005,Uncategorized,0,Infants,1,1,,
808006,Eastern Cape,16,Teenager,1,1,white,male
808007,Uncategorized,0,Infants,1,1,,
808008,Gauteng,22,Youth,1,1,black,male
808009,Uncategorized,0,Infants,1,1,,
808010,Kwazulu Natal,25,Youth,1,1,,male
808011,Uncategorized,0,Infants,1,1,,
808012,Western Cape,27,Youth,1,1,coloured,male
808013,Gauteng,22,Youth,1,1,black,male
808014,Uncategorized,0,Infants,1,1,,
808015,Kwazulu Natal,23,Youth,1,1,black,female
808016,Western Cape,44,Adult,1,1,white,male
808017,Uncategorized,0,Infants,1,1,,
808018,Uncategorized,0,Infants,1,1,,
808019,Uncategorized,0,Infants,1,1,,
808020,Uncategorized,0,Infants,1,1,,
808021,Uncategorized,0,Infants,1,1,,
808022,Uncategorized,0,Infants,1,1,,
808023,Uncategorized,0,Infants,1,1,,
808024,Uncategorized,0,Infants,1,1,,
808025,Mpumalanga,41,Adult,1,1,black,male
808026,Uncategorized,0,Infants,1,1,,
808027,Gauteng,28,Youth,1,1,black,female
808028,Uncategorized,0,Infants,1,1,,
808029,Uncategorized,0,Infants,1,1,,
808030,Uncategorized,0,Infants,1,1,,
808031,Uncategorized,0,Infants,1,1,,
808032,Uncategorized,0,Infants,1,1,,
808033,Gauteng,31,Youth,1,1,white,male
808034,Uncategorized,0,Infants,1,1,,
808035,Uncategorized,0,Infants,1,1,,
808036,Kwazulu Natal,24,Youth,1,1,black,male
808037,Kwazulu Natal,0,Infants,1,1,,
808038,Uncategorized,0,Infants,1,1,,
808039,Uncategorized,0,Infants,1,1,,
808040,Uncategorized,0,Infants,1,1,,
808041,Uncategorized,0,Infants,1,1,,
808042,Uncategorized,0,Infants,1,1,,
808043,Uncategorized,0,Infants,1,1,,
808044,Western Cape,25,Youth,1,1,black,female
808045,Mpumalanga,9,Kids,1,1,black,female
808046,Uncategorized,0,Infants,1,1,,
808047,Uncategorized,0,Infants,1,1,,
808048,Uncategorized,0,Infants,1,1,,
808049,North West,37,Adult,1,1,black,male
808050,Mpumalanga,50,Adult,1,1,black,male
808051,Uncategorized,0,Infants,1,1,,
808052,Uncategorized,0,Infants,1,1,,
808053,Mpumalanga,28,Youth,1,1,black,male
808054,Uncategorized,0,Infants,1,1,,
808055,Uncategorized,0,Infants,1,1,,
808056,Uncategorized,0,Infants,1,1,,
808057,Uncategorized,0,Infants,1,1,,
808058,Uncategorized,0,Infants,1,1,,
808059,North West,25,Youth,1,1,coloured,male
808060,Uncategorized,0,Infants,1,1,,
808061,Gauteng,30,Youth,1,1,black,female
808062,Uncategorized,0,Infants,1,1,,
808063,Uncategorized,0,Infants,1,1,,
808064,Uncategorized,0,Infants,1,1,,
808065,Uncategorized,0,Infants,1,1,,
808066,Mpumalanga,27,Youth,1,1,black,male
808067,Uncategorized,0,Infants,1,1,,
808068,Uncategorized,0,Infants,1,1,,
808069,Uncategorized,0,Infants,1,1,,
808070,Uncategorized,0,Infants,1,1,,
808071,Uncategorized,0,Infants,1,1,,
808072,Uncategorized,0,Infants,1,1,,
808073,Gauteng,28,Youth,1,1,black,male
808074,Limpopo,31,Youth,1,1,black,male
808075,Mpumalanga,34,Youth,1,1,black,male
808076,Uncategorized,0,Infants,1,1,,
808077,Uncategorized,0,Infants,1,1,,
808078,Uncategorized,0,Infants,1,1,,
808079,Uncategorized,0,Infants,1,1,,
808080,Uncategorized,0,Infants,1,1,,
808081,Uncategorized,0,Infants,1,1,,
808082,Gauteng,30,Youth,1,1,black,male
808083,Gauteng,21,Youth,1,1,coloured,male
808084,Uncategorized,0,Infants,1,1,,
808085,Uncategorized,0,Infants,1,1,,
808086,Kwazulu Natal,33,Youth,1,1,black,male
808087,Uncategorized,0,Infants,1,1,,
808088,Uncategorized,0,Infants,1,1,,
808089,Limpopo,27,Youth,1,1,black,male
808090,Uncategorized,0,Infants,1,1,,
808091,Uncategorized,0,Infants,1,1,,
808092,Kwazulu Natal,28,Youth,1,1,indian_asian,male
808093,Uncategorized,0,Infants,1,1,,
808094,Uncategorized,0,Infants,1,1,,
808095,Kwazulu Natal,62,Elder,1,1,black,male
808096,Uncategorized,0,Infants,1,1,,
808097,Uncategorized,0,Infants,1,1,,
808098,Uncategorized,0,Infants,1,1,,
808099,Uncategorized,0,Infants,1,1,,
808100,Uncategorized,0,Infants,1,1,,
808101,Uncategorized,0,Infants,1,1,,
808102,Kwazulu Natal,29,Youth,1,1,,male
808103,Eastern Cape,27,Youth,1,1,indian_asian,male
808104,Uncategorized,0,Infants,1,1,,
808105,Uncategorized,0,Infants,1,1,,
808106,Uncategorized,0,Infants,1,1,,
808107,Uncategorized,0,Infants,1,1,,
808108,Uncategorized,0,Infants,1,1,,
808109,Uncategorized,0,Infants,1,1,,
808110,Uncategorized,0,Infants,1,1,,
808111,Gauteng,24,Youth,1,1,black,male
808112,Uncategorized,0,Infants,1,1,,
808113,Uncategorized,0,Infants,1,1,,
808114,Uncategorized,0,Infants,1,1,,
808115,Western Cape,42,Adult,1,1,black,male
808116,Uncategorized,0,Infants,1,1,,
808117,Uncategorized,0,Infants,1,1,,
808118,Uncategorized,0,Infants,1,1,,
808119,Gauteng,29,Youth,1,1,black,male
808120,Uncategorized,0,Infants,1,1,,
808121,Uncategorized,0,Infants,1,1,,
808122,Uncategorized,0,Infants,1,1,,
808123,Uncategorized,0,Infants,1,1,,
808124,Eastern Cape,29,Youth,1,1,black,female
808125,Uncategorized,0,Infants,1,1,,
808126,Western Cape,49,Adult,1,1,,male
808127,Gauteng,43,Adult,1,1,black,male
808128,Uncategorized,0,Infants,1,1,,
808129,Uncategorized,0,Infants,1,1,,
808130,Uncategorized,0,Infants,1,1,,
808131,Uncategorized,0,Infants,1,1,,
808132,Gauteng,31,Youth,1,1,black,female
808133,Uncategorized,0,Infants,1,1,,
808134,Uncategorized,0,Infants,1,1,,
808135,Uncategorized,0,Infants,1,1,,
808136,Uncategorized,0,Infants,1,1,,
808137,Limpopo,27,Youth,1,1,black,male
808138,Gauteng,50,Adult,1,1,black,male
808139,Uncategorized,0,Infants,1,1,,
808140,Uncategorized,0,Infants,1,1,,
808141,Uncategorized,0,Infants,1,1,,
808142,Mpumalanga,24,Youth,1,1,black,female
808143,North West,26,Youth,1,1,coloured,male
808144,Uncategorized,0,Infants,1,1,,
808145,Uncategorized,0,Infants,1,1,,
808146,Gauteng,24,Youth,1,1,black,male
808147,North West,45,Adult,1,1,black,male
808148,Limpopo,29,Youth,1,1,black,male
808149,Uncategorized,0,Infants,1,1,,
808150,Uncategorized,0,Infants,1,1,,
808151,Uncategorized,0,Infants,1,1,,
808152,Kwazulu Natal,30,Youth,1,1,black,male
808153,Uncategorized,0,Infants,1,1,,
808154,Uncategorized,0,Infants,1,1,,
808155,Uncategorized,0,Infants,1,1,,
808156,Uncategorized,0,Infants,1,1,,
808157,Uncategorized,0,Infants,1,1,,
808158,Uncategorized,0,Infants,1,1,,
808159,Uncategorized,0,Infants,1,1,,
808160,Uncategorized,0,Infants,1,1,,
808161,Uncategorized,0,Infants,1,1,,
808162,Uncategorized,0,Infants,1,1,,
808163,Uncategorized,0,Infants,1,1,,
808164,Limpopo,29,Youth,1,1,indian_asian,male
808165,Eastern Cape,32,Youth,1,1,black,male
808166,Gauteng,45,Adult,1,1,black,male
808167,Uncategorized,0,Infants,1,1,,
808168,Gauteng,42,Adult,1,1,black,male
808169,Uncategorized,0,Infants,1,1,,
808170,Eastern Cape,42,Adult,1,1,black,female
808171,Uncategorized,0,Infants,1,1,,
808172,Uncategorized,0,Infants,1,1,,
808173,Uncategorized,0,Infants,1,1,,
808174,Uncategorized,0,Infants,1,1,,
808175,Mpumalanga,21,Youth,1,1,black,male
808176,Uncategorized,0,Infants,1,1,,
808177,Uncategorized,0,Infants,1,1,,
808178,Uncategorized,0,Infants,1,1,,
808179,Western Cape,44,Adult,1,1,indian_asian,male
808180,Uncategorized,0,Infants,1,1,,
808181,Uncategorized,0,Infants,1,1,,
808182,Mpumalanga,28,Youth,1,1,black,male
808183,Kwazulu Natal,23,Youth,1,1,indian_asian,male
808184,Kwazulu Natal,26,Youth,1,1,black,female
808185,Gauteng,25,Youth,1,1,black,male
808186,Gauteng,26,Youth,1,1,black,male
808187,Uncategorized,0,Infants,1,1,,
808188,Uncategorized,0,Infants,1,1,,
808189,Uncategorized,0,Infants,1,1,,
808190,Gauteng,17,Teenager,1,1,black,female
808191,Uncategorized,0,Infants,1,1,,
808192,Uncategorized,0,Infants,1,1,,
808193,Uncategorized,0,Infants,1,1,,
808194,Gauteng,24,Youth,1,1,black,male
808195,Uncategorized,0,Infants,1,1,,
808196,Uncategorized,0,Infants,1,1,,
808197,Uncategorized,0,Infants,1,1,,
808198,Uncategorized,0,Infants,1,1,,
808199,Gauteng,25,Youth,1,1,black,female
808200,Uncategorized,0,Infants,1,1,,
808201,Uncategorized,0,Infants,1,1,,
808202,Northern Cape,23,Youth,1,1,coloured,male
808203,Eastern Cape,28,Youth,1,1,coloured,male
808204,Uncategorized,0,Infants,1,1,,
808205,Uncategorized,0,Infants,1,1,,
808206,Uncategorized,0,Infants,1,1,,
808207,Gauteng,18,Teenager,1,1,white,female
808208,Gauteng,42,Adult,1,1,black,male
808209,Uncategorized,0,Infants,1,1,,
808210,Limpopo,25,Youth,1,1,black,male
808211,Limpopo,26,Youth,1,1,black,male
808212,Uncategorized,0,Infants,1,1,,
808213,Uncategorized,0,Infants,1,1,,
808214,Uncategorized,0,Infants,1,1,,
808215,Uncategorized,0,Infants,1,1,,
808236,Uncategorized,0,Infants,1,1,,
808282,Gauteng,31,Youth,1,1,black,male
808350,Gauteng,38,Adult,1,1,black,male
808396,Kwazulu Natal,31,Youth,1,1,indian_asian,male
808402,Uncategorized,0,Infants,1,1,,
808410,Western Cape,24,Youth,1,1,white,female
808448,Gauteng,35,Youth,1,1,indian_asian,male
808456,Free State,25,Youth,1,1,white,male
808521,Uncategorized,0,Infants,1,1,,
808542,Mpumalanga,24,Youth,1,1,black,female
808587,Limpopo,17,Teenager,1,1,indian_asian,male
808594,Limpopo,42,Adult,1,1,indian_asian,male
808626,Eastern Cape,39,Adult,1,1,indian_asian,male
808634,Gauteng,26,Youth,1,1,white,male
808640,Gauteng,40,Adult,1,1,indian_asian,male
808657,Mpumalanga,21,Youth,1,1,white,male
808658,Limpopo,31,Youth,1,1,indian_asian,male
808712,Kwazulu Natal,35,Youth,1,1,black,male
808721,Gauteng,22,Youth,1,1,black,male
808754,Gauteng,40,Adult,1,1,white,male
808785,Gauteng,29,Youth,1,1,white,male
808826,Uncategorized,0,Infants,1,1,,
808853,Gauteng,52,Elder,1,1,white,male
808869,Uncategorized,0,Infants,1,1,,
808897,Gauteng,35,Youth,1,1,black,female
808915,Kwazulu Natal,37,Adult,1,1,black,male
808916,Western Cape,43,Adult,1,1,,male
808917,Gauteng,34,Youth,1,1,black,male
808921,Mpumalanga,24,Youth,1,1,black,male
808923,Eastern Cape,23,Youth,1,1,,male
808926,Western Cape,22,Youth,1,1,coloured,male
808928,Gauteng,35,Youth,1,1,black,male
808929,Eastern Cape,32,Youth,1,1,black,female
808930,Limpopo,35,Youth,1,1,indian_asian,male
808934,Kwazulu Natal,36,Adult,1,1,indian_asian,male
808936,Gauteng,23,Youth,1,1,white,male
808941,Western Cape,36,Adult,1,1,coloured,male
808945,Western Cape,43,Adult,1,1,,male
808948,Western Cape,43,Adult,1,1,coloured,female
808949,Kwazulu Natal,35,Youth,1,1,black,female
808950,Free State,18,Teenager,1,1,black,male
808958,Gauteng,25,Youth,1,1,black,male
808961,Gauteng,27,Youth,1,1,indian_asian,male
808965,Western Cape,36,Adult,1,1,coloured,male
808966,Free State,21,Youth,1,1,black,male
808969,Gauteng,18,Teenager,1,1,black,male
808971,Gauteng,36,Adult,1,1,black,male
808976,Gauteng,46,Adult,1,1,black,male
808979,Free State,26,Youth,1,1,white,female
808983,Western Cape,45,Adult,1,1,coloured,male
808984,Western Cape,42,Adult,1,1,coloured,male
808988,Gauteng,34,Youth,1,1,black,male
808990,Western Cape,39,Adult,1,1,coloured,male
808997,Limpopo,27,Youth,1,1,black,male
809000,Gauteng,47,Adult,1,1,black,male
809006,Gauteng,31,Youth,1,1,black,male
